date,title,category,price,rating
2026-03-31,The Art Book,Art,32.34,2
2026-03-31,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Default,33.17,4
2026-03-31,Team of Rivals: The Political Genius of Abraham Lincoln,Add a comment,20.12,5
2026-03-31,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Default,20.9,2
2026-03-31,"Sit, Stay, Love",Romance,20.9,3
2026-03-31,Sister Dear,Fiction,40.2,4
2026-03-31,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Childrens,52.87,3
2026-03-31,"Rich Dad, Poor Dad",Business,51.74,1
2026-03-31,Raymie Nightingale,Childrens,34.41,2
2026-03-31,Playing from the Heart,Childrens,32.38,1
2026-03-31,Nightstruck: A Novel,Young Adult,50.35,4
2026-03-31,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Food and Drink,11.38,5
2026-03-31,Meternity,Womens Fiction,43.58,3
2026-03-31,Memoirs of a Geisha,Fiction,49.67,3
2026-03-31,Like Never Before (Walker Family #2),Christian Fiction,28.77,2
2026-03-31,Life of Pi,Default,13.22,4
2026-03-31,Leave This Song Behind: Teen Poetry at Its Best,Poetry,51.17,5
2026-03-31,King's Folly (The Kinsman Chronicles #1),Fantasy,39.61,5
2026-03-31,John Adams,Add a comment,57.43,4
2026-03-31,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Food and Drink,46.01,4
2026-03-31,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Food and Drink,28.25,2
2026-03-31,Good in Bed (Cannie Shapiro #1),Add a comment,37.05,5
2026-03-31,"Fruits Basket, Vol. 7 (Fruits Basket #7)",Sequential Art,19.57,1
2026-03-31,For the Love: Fighting for Grace in a World of Impossible Standards,Nonfiction,45.13,3
2026-03-31,Finding God in the Ruins: How God Redeems Pain,Nonfiction,46.64,2
2026-03-31,Every Heart a Doorway (Every Heart A Doorway #1),Fantasy,12.16,5
2026-03-31,Delivering the Truth (Quaker Midwife Mystery #1),Mystery,20.89,4
2026-03-31,Counted With the Stars (Out from Egypt #1),Christian Fiction,17.97,5
2026-03-31,"Chronicles, Vol. 1",Music,52.6,2
2026-03-31,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Christian,25.77,1
2026-03-31,Benjamin Franklin: An American Life,Biography,48.19,3
2026-03-31,"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Philosophy,29.93,5
2026-03-31,A Summer In Europe,Travel,44.34,2
2026-03-31,A Short History of Nearly Everything,History,52.4,5
2026-03-31,A Gathering of Shadows (Shades of Magic #2),Fantasy,44.81,4
2026-03-31,The Sound Of Love,Default,57.84,5
2026-03-31,The Rise and Fall of the Third Reich: A History of Nazi Germany,History,39.67,2
2026-03-31,The Perks of Being a Wallflower,Default,55.02,3
2026-03-31,The Mysterious Affair at Styles (Hercule Poirot #1),Mystery,24.8,4
2026-03-31,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Nonfiction,59.45,4
2026-03-31,The Makings of a Fatherless Child,Default,31.58,2
2026-03-31,The Joy of Cooking,Add a comment,43.27,4
2026-03-31,The Invention of Wings,Historical Fiction,37.34,1
2026-03-31,The Hobbit (Middle-Earth Universe),Default,17.8,5
2026-03-31,The Great Railway Bazaar,Travel,30.54,1
2026-03-31,The Golden Compass (His Dark Materials #1),Add a comment,18.77,1
2026-03-31,The God Delusion,Add a comment,46.85,3
2026-03-31,The Girl You Left Behind (The Girl You Left Behind #1),Historical,15.79,1
2026-03-31,The Fellowship of the Ring (The Lord of the Rings #1),Default,10.27,2
2026-03-31,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Poetry,15.42,5
2026-03-31,The Barefoot Contessa Cookbook,Food and Drink,59.92,5
2026-03-31,Tell the Wolves I'm Home,Young Adult,50.96,2
2026-03-31,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Default,30.6,3
2026-03-31,Pride and Prejudice,Add a comment,19.27,4
2026-03-31,Musicophilia: Tales of Music and the Brain,Default,46.58,1
2026-03-31,Mere Christianity,Add a comment,48.51,3
2026-03-31,Me Before You (Me Before You #1),Fiction,19.02,1
2026-03-31,In the Woods (Dublin Murder Squad #1),Mystery,38.38,2
2026-03-31,In Cold Blood,Nonfiction,49.98,4
2026-03-31,How to Stop Worrying and Start Living,Self Help,46.49,5
2026-03-31,Give It Back,Thriller,18.32,2
2026-03-31,"Girl, Interrupted",Nonfiction,42.14,3
2026-03-31,Fun Home: A Family Tragicomic,Add a comment,56.59,4
2026-03-31,"Fruits Basket, Vol. 6 (Fruits Basket #6)",Sequential Art,20.96,4
2026-03-31,Deception Point,Fiction,40.32,4
2026-03-31,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",Sequential Art,36.39,3
2026-03-31,Catherine the Great: Portrait of a Woman,History,58.55,4
2026-03-31,Better Homes and Gardens New Cook Book,Food and Drink,39.61,3
2026-03-31,An Unquiet Mind: A Memoir of Moods and Madness,Psychology,21.3,3
2026-03-31,A Year in Provence (Provence #1),Travel,56.88,4
2026-03-31,World Without End (The Pillars of the Earth #2),Historical Fiction,32.97,4
2026-03-31,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Young Adult,47.31,4
2026-03-31,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Nonfiction,48.67,2
2026-03-31,Where She Went (If I Stay #2),Young Adult,41.73,4
2026-03-31,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Default,53.68,4
2026-03-31,Two Summers,Young Adult,14.64,1
2026-03-31,This Is Your Brain on Music: The Science of a Human Obsession,Music,38.4,1
2026-03-31,The Secret Garden,Classics,15.08,4
2026-03-31,The Raven King (The Raven Cycle #4),Add a comment,30.57,2
2026-03-31,The Raven Boys (The Raven Cycle #1),Fantasy,57.74,4
2026-03-31,The Power Greens Cookbook: 140 Delicious Superfood Recipes,Food and Drink,11.05,5
2026-03-31,The Metamorphosis,Classics,28.58,1
2026-03-31,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,History,42.91,5
2026-03-31,The Little Paris Bookshop,Fiction,24.73,3
2026-03-31,The Hiding Place,History,55.91,4
2026-03-31,The Grand Design,Science,13.76,3
2026-03-31,The Firm,Fiction,45.56,3
2026-03-31,The Fault in Our Stars,Default,47.22,1
2026-03-31,The False Prince (The Ascendance Trilogy #1),Fantasy,56.0,5
2026-03-31,The Expatriates,Fiction,44.58,2
2026-03-31,The Dream Thieves (The Raven Cycle #2),Default,34.5,1
2026-03-31,The Darkest Corners,Young Adult,11.33,5
2026-03-31,The Crossover,Poetry,38.77,4
2026-03-31,The 5th Wave (The 5th Wave #1),Default,11.83,2
2026-03-31,Tell the Wind and Fire,Fantasy,45.51,3
2026-03-31,Tell Me Three Things,Young Adult,41.81,1
2026-03-31,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Nonfiction,25.15,4
2026-03-31,Siddhartha,Fiction,34.22,5
2026-03-31,Shiver (The Wolves of Mercy Falls #1),Default,16.23,5
2026-03-31,Remember Me?,Default,11.48,3
2026-03-31,Red Dragon (Hannibal Lecter #1),Horror,23.37,3
2026-03-31,Peak: Secrets from the New Science of Expertise,Science,16.28,2
2026-03-31,My Mother Was Nuts,Nonfiction,31.63,4
2026-03-31,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Food and Drink,24.91,5
2026-03-31,Maybe Something Beautiful: How Art Transformed a Neighborhood,Childrens,22.54,1
2026-03-31,Lola and the Boy Next Door (Anna and the French Kiss #2),Young Adult,23.63,4
2026-03-31,Logan Kade (Fallen Crest High #5.5),Academic,13.12,2
2026-03-31,Last One Home (New Beginnings #1),Fiction,59.98,3
2026-03-31,Killing Floor (Jack Reacher #1),Thriller,31.49,4
2026-03-31,Kill the Boy Band,Young Adult,15.52,5
2026-03-31,Isla and the Happily Ever After (Anna and the French Kiss #3),Young Adult,48.13,5
2026-03-31,If I Stay (If I Stay #1),Default,38.13,5
2026-03-31,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Default,36.55,2
2026-03-31,Harry Potter and the Deathly Hallows (Harry Potter #7),Default,23.32,1
2026-03-31,"Fruits Basket, Vol. 5 (Fruits Basket #5)",Sequential Art,16.33,1
2026-03-31,Foundation (Foundation (Publication Order) #1),Science Fiction,32.42,1
2026-03-31,Fool Me Once,Default,16.96,1
2026-03-31,Find Her (Detective D.D. Warren #8),Add a comment,22.37,1
2026-03-31,Evicted: Poverty and Profit in the American City,Add a comment,42.27,1
2026-03-31,Drama,Default,38.7,2
2026-03-31,Dracula the Un-Dead,Horror,35.63,5
2026-03-31,Digital Fortress,Fiction,58.0,5
2026-03-31,"Death Note, Vol. 5: Whiteout (Death Note #5)",Sequential Art,52.41,1
2026-03-31,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Nonfiction,32.35,3
2026-03-31,Critique of Pure Reason,Philosophy,20.75,1
2026-03-31,Booked,Poetry,17.49,5
2026-03-31,"Blue Lily, Lily Blue (The Raven Cycle #3)",Default,34.13,5
2026-03-31,Approval Junkie: Adventures in Caring Too Much,Autobiography,58.81,5
2026-03-31,An Abundance of Katherines,Young Adult,10.0,5
2026-03-31,America's War for the Greater Middle East: A Military History,History,51.22,2
2026-03-31,Alight (The Generations Trilogy #2),Default,58.59,4
2026-03-31,A Girl's Guide to Moving On (New Beginnings #2),Romance,31.3,1
2026-03-31,A Game of Thrones (A Song of Ice and Fire #1),Add a comment,46.42,2
2026-03-31,A Feast for Crows (A Song of Ice and Fire #4),Fantasy,17.21,4
2026-03-31,A Clash of Kings (A Song of Ice and Fire #2),Add a comment,10.79,3
2026-03-31,Vogue Colors A to Z: A Fashion Coloring Book,Default,52.35,4
2026-03-31,The Shining (The Shining #1),Default,27.88,3
2026-03-31,The Pilgrim's Progress,Classics,50.26,2
2026-03-31,The Perfect Play (Play by Play #1),Romance,59.99,3
2026-03-31,The Passion of Dolssa,Historical Fiction,28.32,5
2026-03-31,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Nonfiction,38.71,3
2026-03-31,The Hunger Games (The Hunger Games #1),Default,29.85,5
2026-03-31,The Hound of the Baskervilles (Sherlock Holmes #5),Classics,14.82,2
2026-03-31,The Gunning of America: Business and the Making of American Gun Culture,Nonfiction,16.81,4
2026-03-31,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Nonfiction,28.23,2
2026-03-31,The Demonists (Demonist #1),Fantasy,52.11,2
2026-03-31,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",Sequential Art,27.88,2
2026-03-31,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Thriller,59.71,3
2026-03-31,The Beast (Black Dagger Brotherhood #14),Fantasy,46.08,5
2026-03-31,Some Women,Womens Fiction,13.73,5
2026-03-31,Shopaholic Ties the Knot (Shopaholic #3),Womens Fiction,48.39,5
2026-03-31,Paper and Fire (The Great Library #2),Fantasy,49.45,5
2026-03-31,Outlander (Outlander #1),Default,19.67,5
2026-03-31,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",Music,12.36,3
2026-03-31,No One Here Gets Out Alive,Music,20.02,5
2026-03-31,Night Shift (Night Shift #1-20),Horror,12.75,4
2026-03-31,Needful Things,Horror,47.51,4
2026-03-31,Mockingjay (The Hunger Games #3),Default,20.44,4
2026-03-31,Misery,Horror,34.79,2
2026-03-31,Little Women (Little Women #1),Classics,28.07,4
2026-03-31,It,Horror,25.01,3
2026-03-31,Harry Potter and the Sorcerer's Stone (Harry Potter #1),Default,13.9,3
2026-03-31,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Young Adult,24.17,4
2026-03-31,Harry Potter and the Order of the Phoenix (Harry Potter #5),Fantasy,31.63,4
2026-03-31,Harry Potter and the Half-Blood Prince (Harry Potter #6),Fantasy,48.75,5
2026-03-31,Harry Potter and the Chamber of Secrets (Harry Potter #2),Fantasy,14.74,1
2026-03-31,Gone with the Wind,Classics,32.49,3
2026-03-31,God Is Not Great: How Religion Poisons Everything,Nonfiction,27.8,1
2026-03-31,Girl With a Pearl Earring,Historical Fiction,26.77,1
2026-03-31,"Fruits Basket, Vol. 4 (Fruits Basket #4)",Sequential Art,50.44,4
2026-03-31,Far From True (Promise Falls Trilogy #2),Thriller,34.93,2
2026-03-31,Dark Lover (Black Dagger Brotherhood #1),Romance,12.87,1
2026-03-31,Confessions of a Shopaholic (Shopaholic #1),Default,48.94,2
2026-03-31,Changing the Game (Play by Play #2),Romance,13.38,3
2026-03-31,Candide,Classics,58.63,3
2026-03-31,Can You Keep a Secret?,Womens Fiction,21.94,1
2026-03-31,Atlas Shrugged,Fiction,26.58,5
2026-03-31,Animal Farm,Classics,57.22,3
2026-03-31,A Walk to Remember,Romance,56.43,1
2026-03-31,A New Earth: Awakening to Your Life's Purpose,Spirituality,55.65,5
2026-03-31,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Religion,27.62,1
2026-03-31,'Salem's Lot,Horror,49.56,4
2026-03-31,Zero History (Blue Ant #3),Default,34.77,1
2026-03-31,Wuthering Heights,Classics,17.73,3
2026-03-31,World War Z: An Oral History of the Zombie War,Default,21.8,1
2026-03-31,Wild: From Lost to Found on the Pacific Crest Trail,Default,46.02,3
2026-03-31,"Where'd You Go, Bernadette",Default,18.13,1
2026-03-31,When You Are Engulfed in Flames,Humor,30.89,5
2026-03-31,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Nonfiction,31.95,3
2026-03-31,We Are All Completely Beside Ourselves,Contemporary,24.04,1
2026-03-31,Walk the Edge (Thunder Road #2),Young Adult,32.36,3
2026-03-31,Voyager (Outlander #3),Historical Fiction,21.07,5
2026-03-31,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Nonfiction,50.66,3
2026-03-31,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Food and Drink,13.66,2
2026-03-31,"Unstuffed: Decluttering Your Home, Mind, and Soul",Nonfiction,58.09,1
2026-03-31,Under the Banner of Heaven: A Story of Violent Faith,Nonfiction,30.0,1
2026-03-31,Two Boys Kissing,Young Adult,32.74,2
2026-03-31,Twilight (Twilight #1),Default,41.93,2
2026-03-31,Twenties Girl,Womens Fiction,42.8,2
2026-03-31,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Nonfiction,53.51,1
2026-03-31,Three-Martini Lunch,Fiction,23.21,3
2026-03-31,"Thinking, Fast and Slow",Psychology,21.14,1
2026-03-31,The Wild Robot,Childrens,56.07,3
2026-03-31,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",Sequential Art,14.41,3
2026-03-31,The Undomestic Goddess,Womens Fiction,45.75,4
2026-03-31,The Travelers,Thriller,15.77,1
2026-03-31,The Tipping Point: How Little Things Can Make a Big Difference,Add a comment,10.02,2
2026-03-31,The Thing About Jellyfish,Childrens,48.77,1
2026-03-31,The Stand,Horror,57.86,2
2026-03-31,The Smitten Kitchen Cookbook,Food and Drink,23.59,1
2026-03-31,The Silkworm (Cormoran Strike #2),Mystery,23.05,5
2026-03-31,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",Sequential Art,55.55,5
2026-03-31,The Rose & the Dagger (The Wrath and the Dawn #2),Fantasy,58.64,4
2026-03-31,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),Travel,23.21,1
2026-03-31,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,42.57,3
2026-03-31,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),Science Fiction,10.92,1
2026-03-31,The Rest Is Noise: Listening to the Twentieth Century,Add a comment,34.77,1
2026-03-31,The Red Tent,Historical Fiction,35.66,5
2026-03-31,The Purpose Driven Life: What on Earth Am I Here for?,Add a comment,37.19,3
2026-03-31,The Purest Hook (Second Circle Tattoos #3),Romance,12.25,1
2026-03-31,The Picture of Dorian Gray,Classics,29.7,2
2026-03-31,The Paris Wife,Default,36.8,3
2026-03-31,The Obsession,Romance,45.43,1
2026-03-31,The Nightingale,Fiction,26.26,4
2026-03-31,The New Guy (and Other Senior Year Distractions),Young Adult,44.92,3
2026-03-31,The Nanny Diaries (Nanny #1),Womens Fiction,52.53,5
2026-03-31,The Name of God is Mercy,Nonfiction,37.25,2
2026-03-31,The Maze Runner (The Maze Runner #1),Default,20.93,1
2026-03-31,The Lover's Dictionary,Default,58.09,2
2026-03-31,The Lonely Ones,Childrens,43.59,5
2026-03-31,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,33.92,3
2026-03-31,The Last Painting of Sara de Vos,Historical Fiction,55.55,2
2026-03-31,"The Land of 10,000 Madonnas",Young Adult,29.64,4
2026-03-31,The Infinities,Fiction,27.41,1
2026-03-31,The Husband's Secret,Fiction,52.51,5
2026-03-31,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Add a comment,47.8,3
2026-03-31,The Guns of August,History,14.54,2
2026-03-31,The Guernsey Literary and Potato Peel Pie Society,Historical Fiction,49.53,1
2026-03-31,The Goldfinch,Default,43.58,3
2026-03-31,The Giver (The Giver Quartet #1),Default,12.3,1
2026-03-31,The Girl with All the Gifts,Horror,49.47,3
2026-03-31,The Girl Who Played with Fire (Millennium Trilogy #2),Default,22.14,2
2026-03-31,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),Add a comment,57.48,1
2026-03-31,The Exiled,Mystery,43.45,3
2026-03-31,"The End of Faith: Religion, Terror, and the Future of Reason",Add a comment,22.13,4
2026-03-31,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Science,13.03,4
2026-03-31,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Science,57.35,5
2026-03-31,The Devil Wears Prada (The Devil Wears Prada #1),Womens Fiction,44.29,1
2026-03-31,The Demon-Haunted World: Science as a Candle in the Dark,Default,52.25,4
2026-03-31,The Day the Crayons Came Home (Crayons),Childrens,26.33,5
2026-03-31,The Da Vinci Code (Robert Langdon #2),Fiction,22.96,2
2026-03-31,The Cuckoo's Calling (Cormoran Strike #1),Mystery,19.21,1
2026-03-31,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),Classics,26.78,4
2026-03-31,The Complete Poems,Add a comment,41.32,5
2026-03-31,The Catcher in the Rye,Add a comment,24.55,1
2026-03-31,The Cat in the Hat (Beginner Books B-1),Childrens,16.26,2
2026-03-31,The Case for Christ (Cases for Christianity),Add a comment,47.84,1
2026-03-31,The Book Thief,Default,53.49,2
2026-03-31,The Book of Basketball: The NBA According to The Sports Guy,Sports and Games,44.84,5
2026-03-31,The Blind Side: Evolution of a Game,Add a comment,53.71,5
2026-03-31,The Autobiography of Malcolm X,Default,23.43,2
2026-03-31,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Food and Drink,34.32,3
2026-03-31,The Art of Fielding,Fiction,22.1,1
2026-03-31,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Science,25.83,2
2026-03-31,Stiff: The Curious Lives of Human Cadavers,Nonfiction,36.74,3
2026-03-31,Spilled Milk: Based on a True Story,Nonfiction,49.51,1
2026-03-31,Something Borrowed (Darcy & Rachel #1),Womens Fiction,48.96,5
2026-03-31,Something Blue (Darcy & Rachel #2),Womens Fiction,54.62,1
2026-03-31,Soldier (Talon #3),Fantasy,24.72,2
2026-03-31,Shopaholic & Baby (Shopaholic #5),Default,46.45,2
2026-03-31,Seven Days in the Art World,Add a comment,52.33,2
2026-03-31,Seven Brief Lessons on Physics,Science,30.6,4
2026-03-31,Scarlet (The Lunar Chronicles #2),Young Adult,14.57,4
2026-03-31,Sarah's Key,Add a comment,46.29,1
2026-03-31,"Saga, Volume 3 (Saga (Collected Editions) #3)",Sequential Art,21.57,5
2026-03-31,Running with Scissors,Autobiography,12.91,4
2026-03-31,Rogue Lawyer (Rogue Lawyer #1),Add a comment,50.11,3
2026-03-31,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nonfiction,41.67,4
2026-03-31,Rework,Business,44.88,2
2026-03-31,Reservations for Two,Romance,11.1,3
2026-03-31,Red: The True Story of Red Riding Hood,Childrens,28.54,3
2026-03-31,Ready Player One,Science Fiction,19.07,4
2026-03-31,Quiet: The Power of Introverts in a World That Can't Stop Talking,Default,43.55,1
2026-03-31,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),Sequential Art,43.63,3
2026-03-31,Persepolis: The Story of a Childhood (Persepolis #1-2),Sequential Art,39.13,1
2026-03-31,Packing for Mars: The Curious Science of Life in the Void,Default,56.68,2
2026-03-31,Outliers: The Story of Success,Nonfiction,14.16,1
2026-03-31,Original Fake,Sequential Art,31.45,3
2026-03-31,Orange Is the New Black,Default,24.61,2
2026-03-31,One for the Money (Stephanie Plum #1),Default,32.87,2
2026-03-31,Notes from a Small Island (Notes From a Small Island #1),Nonfiction,40.17,1
2026-03-31,Night (The Night Trilogy #1),Nonfiction,13.51,1
2026-03-31,Neither Here nor There: Travels in Europe,Travel,38.95,3
2026-03-31,Naked,Humor,31.69,3
2026-03-31,Morning Star (Red Rising #3),Default,29.4,1
2026-03-31,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Nonfiction,57.83,1
2026-03-31,Midnight Riot (Peter Grant/ Rivers of London - books #1),Fantasy,55.46,2
2026-03-31,Me Talk Pretty One Day,Autobiography,57.6,2
2026-03-31,Manuscript Found in Accra,Add a comment,34.98,2
2026-03-31,Lust & Wonder,Autobiography,11.87,2
2026-03-31,Lila (Gilead #3),Fiction,12.47,3
2026-03-31,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Science Fiction,33.26,2
2026-03-31,Life Without a Recipe,Autobiography,59.04,5
2026-03-31,Life After Life,Default,26.13,2
2026-03-31,Letter to a Christian Nation,Nonfiction,22.2,1
2026-03-31,Let's Pretend This Never Happened: A Mostly True Memoir,Nonfiction,45.11,1
2026-03-31,Legend (Legend #1),Young Adult,43.69,4
2026-03-31,"Lean In: Women, Work, and the Will to Lead",Default,25.02,1
2026-03-31,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Humor,55.5,5
2026-03-31,Lady Renegades (Rebel Belle #3),Young Adult,53.04,5
2026-03-31,Jurassic Park (Jurassic Park #1),Fiction,44.97,1
2026-03-31,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Nonfiction,42.38,1
2026-03-31,Is Everyone Hanging Out Without Me? (And Other Concerns),Default,20.11,3
2026-03-31,Into the Wild,Nonfiction,56.7,5
2026-03-31,Inferno (Robert Langdon #4),Fiction,41.0,5
2026-03-31,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Nonfiction,28.85,3
2026-03-31,If I Run (If I Run #1),Christian Fiction,49.97,4
2026-03-31,I've Got Your Number,Womens Fiction,19.69,1
2026-03-31,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,28.88,2
2026-03-31,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Food and Drink,33.14,3
2026-03-31,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",History,43.7,2
2026-03-31,House of Leaves,Horror,54.89,1
2026-03-31,Horrible Bear!,Childrens,37.52,2
2026-03-31,Holidays on Ice,Humor,51.07,2
2026-03-31,Heir to the Sky,Fantasy,44.07,4
2026-03-31,Green Eggs and Ham (Beginner Books B-16),Childrens,10.79,4
2026-03-31,"Grayson, Vol 3: Nemesis (Grayson #3)",Sequential Art,42.72,1
2026-03-31,Gratitude,Nonfiction,26.66,5
2026-03-31,Gone Girl,Default,37.6,5
2026-03-31,Golden (Heart of Dread #3),Young Adult,42.21,4
2026-03-31,Girl in the Blue Coat,Historical Fiction,46.83,2
2026-03-31,"Fruits Basket, Vol. 3 (Fruits Basket #3)",Sequential Art,45.17,2
2026-03-31,"Friday Night Lights: A Town, a Team, and a Dream",Sports and Games,51.22,3
2026-03-31,Fire Bound (Sea Haven/Sisters of the Heart #5),Add a comment,21.28,4
2026-03-31,Fifty Shades Freed (Fifty Shades #3),Adult Fiction,15.36,5
2026-03-31,Fellside,Default,38.62,1
2026-03-31,Extreme Prey (Lucas Davenport #26),Mystery,25.4,3
2026-03-31,Eragon (The Inheritance Cycle #1),Fantasy,43.87,3
2026-03-31,Eclipse (Twilight #3),Default,18.74,1
2026-03-31,Dune (Dune #1),Science Fiction,54.86,1
2026-03-31,Dracula,Default,52.62,3
2026-03-31,Do Androids Dream of Electric Sheep? (Blade Runner #1),Science Fiction,51.48,1
2026-03-31,Disrupted: My Misadventure in the Start-Up Bubble,Nonfiction,15.28,5
2026-03-31,Dead Wake: The Last Crossing of the Lusitania,Default,39.24,5
2026-03-31,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Default,17.81,1
2026-03-31,Darkfever (Fever #1),Fantasy,56.02,1
2026-03-31,Dark Places,Default,23.9,5
2026-03-31,Crazy Rich Asians (Crazy Rich Asians #1),Fiction,49.13,5
2026-03-31,Counting Thyme,Childrens,10.62,1
2026-03-31,Cosmos,Add a comment,36.17,2
2026-03-31,Civilization and Its Discontents,Psychology,59.95,2
2026-03-31,Cinder (The Lunar Chronicles #1),Young Adult,26.09,1
2026-03-31,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Parenting,37.35,2
2026-03-31,Career of Evil (Cormoran Strike #3),Mystery,24.72,2
2026-03-31,Breaking Dawn (Twilight #4),Default,35.28,5
2026-03-31,Brave Enough,Nonfiction,51.32,5
2026-03-31,Boy Meets Boy,Young Adult,21.12,3
2026-03-31,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Nonfiction,27.35,2
2026-03-31,Blink: The Power of Thinking Without Thinking,Nonfiction,21.74,5
2026-03-31,Black Flags: The Rise of ISIS,Nonfiction,40.87,1
2026-03-31,"Black Butler, Vol. 1 (Black Butler #1)",Sequential Art,49.31,1
2026-03-31,Big Little Lies,Fiction,22.11,1
2026-03-31,Between Shades of Gray,Historical Fiction,20.79,5
2026-03-31,Best of My Love (Fool's Gold #20),Romance,27.41,2
2026-03-31,Beowulf,Classics,38.35,2
2026-03-31,Beautiful Creatures (Caster Chronicles #1),Default,21.55,5
2026-03-31,Awkward,Sequential Art,38.02,2
2026-03-31,Ash,Fantasy,22.06,4
2026-03-31,Are We There Yet?,Childrens,10.66,3
2026-03-31,Are We Smart Enough to Know How Smart Animals Are?,Nonfiction,56.58,1
2026-03-31,Annie on My Mind,Young Adult,36.83,5
2026-03-31,And Then There Were None,Classics,35.01,2
2026-03-31,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Nonfiction,30.48,4
2026-03-31,A Visit from the Goon Squad,Default,14.08,5
2026-03-31,A Storm of Swords (A Song of Ice and Fire #3),Fantasy,31.22,2
2026-03-31,A Heartbreaking Work of Staggering Genius,Autobiography,54.29,5
2026-03-31,8 Keys to Mental Health Through Exercise,Psychology,31.04,1
2026-03-31,#GIRLBOSS,Add a comment,50.96,1
2026-03-31,"The Suffragettes (Little Black Classics, #96)",Nonfiction,11.89,2
2026-03-31,The Sense of an Ending,Add a comment,31.38,3
2026-03-31,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",Sequential Art,54.81,1
